HighRetention,TreeSeg,kSeg,CommuteTime,HouseholdSize,TownSize,CardItemsMonthly,DebtToIncomeRatio,HHIncome,CarsOwned,TVWatchingHours,Region,TotalDebt,CardSpendMonth,CarValue,TechOwnership,NumAddOns
0,4,6,28,1,4,17,7.4,111000,2,14,4,8.214,4350.4,64600,2,1
1,5,1,19,4,1,12,21.3,56000,1,11,2,11.928,8748.3,31400,2,1
1,1,3,27,1,4,8,7.8,19000,3,24,3,1.482,1569.5,9300,0,0
1,2,6,25,3,5,16,14,180000,2,16,4,25.2,7588.8,79300,0,2
1,5,4,30,4,3,8,7,64000,1,29,1,4.48,2878.7,33600,2,2
0,2,3,36,1,3,6,11.9,20000,3,19,2,2.38,861.4,9100,1,1
1,1,2,23,1,4,11,12.8,29000,1,20,1,3.712,4653.7,13000,0,0
1,5,7,25,3,1,10,8.2,27000,1,17,1,2.214,2433.7,18500,3,4
0,1,3,32,3,5,9,8.1,31000,2,14,5,2.511,2244.3,14600,2,0
0,3,7,27,1,4,7,7.1,32000,4,25,2,2.272,4263.1,16800,3,3
0,3,7,23,1,1,11,13.8,68000,3,15,1,9.384,2654.6,37000,4,3
0,2,5,26,1,1,5,15.8,20000,2,21,3,3.16,891,8000,1,2
0,3,7,24,2,4,13,8.4,29000,1,12,5,2.436,3342.3,19700,3,4
0,1,2,27,2,4,13,4.8,17000,2,25,1,0.816,1946.1,8100,1,0
1,5,7,29,3,5,11,7.8,29000,0,21,3,2.262,6004.4,25907.1507883633,3,4
1,1,3,30,2,2,7,14.7,13000,2,20,5,1.911,919.6,5700,0,0
0,3,7,16,1,2,8,7.5,21000,1,23,5,1.575,1006.3,11400,4,4
0,5,4,22,5,1,7,6.1,24000,0,14,4,1.464,1226.4,25907.1507883633,3,1
0,2,6,23,1,2,18,23.4,99000,3,16,3,23.166,14410.6,56200,0,1
0,1,5,16,1,3,7,1.2,22000,1,24,4,0.264,1919.9,11100,2,0
1,2,6,38,4,5,8,8.7,242000,3,24,5,21.054,7699.2,94200,0,1
1,3,7,27,2,2,13,9.5,52000,2,22,2,4.94,3530.5,16100,3,4
0,5,4,18,4,2,8,7.2,34000,1,25,1,2.448,1335.4,18100,3,1
1,2,5,40,1,2,2,11.3,9000,6,0,3,1.017,223.8,3500,1,1
0,3,7,17,2,3,8,10.5,64000,1,19,5,6.72,5759.3,37500,4,3
0,5,4,21,5,3,9,2.9,24000,2,19,4,0.696,1325.5,10800,3,3
0,2,5,19,2,2,9,13.3,11000,3,18,4,1.463,4640,5800,1,1
1,3,7,33,1,2,8,9.6,70000,1,20,1,6.72,1723.5,31800,3,4
1,2,5,24,2,3,4,9.1,49000,1,15,3,4.459,1267.5,21200,0,1
0,5,4,25,5,3,12,9.9,24000,2,17,2,2.376,5560.9,13900,2,1
0,2,2,19,4,3,13,3,19000,2,22,2,0.57,3623.6,9600,0,1
0,3,5,26,1,2,8,8.8,68000,0,16,3,5.984,2876.8,25907.1507883633,2,1
1,2,3,39,1,5,11,13.8,48000,1,31,3,6.624,2449.6,30000,0,2
0,5,4,24,4,1,11,1.4,49000,1,31,2,0.686,2490,22100,2,2
0,3,5,22,1,1,9,7.3,41000,2,25,1,2.993,1976.5,15400,3,1
0,1,5,28,2,4,8,12.6,28000,1,15,2,3.528,1689.2,10200,0,0
0,3,2,25,1,5,14,5,47000,2,11,3,2.35,12431.9,26000,3,1
0,3,1,31,1,4,8,15.5,37000,2,21,1,5.735,1817.7,20100,2,2
0,5,3,43,4,5,16,23.7,20000,1,18,3,4.74,2593.5,11700,3,2
0,3,5,22,1,1,9,14.7,14000,3,16,1,2.058,2222.6,6500,3,1
0,2,3,30,1,5,18,5.7,73000,1,26,3,4.161,3118.4,36800,1,1
1,5,5,18,4,1,9,7.5,43000,3,18,1,3.225,4136.9,17500,2,2
1,2,3,31,1,4,6,3.5,19000,3,22,2,0.665,1348.8,11200,0,1
0,3,2,18,1,1,9,14.2,34000,2,27,4,4.828,7263.4,18700,3,1
0,1,5,21,1,1,8,7.8,36000,1,16,5,2.808,4152.5,15900,2,0
1,8,6,20,4,2,8,4.6,119000,2,20,2,5.474,4255.4,70000,2,3
0,8,7,29,4,4,8,3.6,98000,1,16,2,3.528,2450.2,52400,4,3
0,1,3,35,2,5,11,13.7,62000,3,18,3,8.494,2924.3,35000,0,0
0,3,7,31,1,2,8,9.2,21000,4,17,5,1.932,1819.5,15000,3,3
0,3,3,30,2,2,6,8,32000,3,19,5,2.56,1165,16700,2,1
1,3,7,34,2,4,12,3.2,35000,2,28,2,1.12,5211.9,21400,4,4
0,5,7,19,3,1,18,3.3,51000,2,18,3,1.683,4081,31100,4,4
0,2,5,29,2,2,6,11.1,62000,0,19,2,6.882,3299.2,25907.1507883633,1,1
0,3,7,16,1,3,14,18.5,69000,1,22,2,12.765,2883.2,35400,2,4
0,3,3,30,1,5,10,10.2,25000,1,17,5,2.55,7167.6,13900,3,2
0,1,5,28,1,2,4,14,29000,0,18,2,4.06,1703.2,25907.1507883633,2,0
0,2,3,32,2,4,10,5.2,24000,1,15,3,1.248,7886.4,14300,0,1
0,2,3,29,2,4,9,12,43000,0,14,4,5.16,4125.9,25907.1507883633,1,2
0,8,7,25,4,4,15,13.3,80000,0,24,4,10.64,5097.9,25907.1507883633,4,3
0,1,2,29,1,3,18,17.3,65000,2,15,2,11.245,4094.3,20400,1,0
0,1,5,19,2,1,6,11.3,43000,1,17,3,4.859,2057.5,26500,0,0
0,3,5,20,1,1,7,4.8,32000,2,12,1,1.536,965.5,12200,3,3
0,5,4,21,5,1,7,6.9,60000,3,19,1,4.14,3169.5,22600,2,2
0,2,2,18,2,1,15,5.1,87000,1,23,3,4.437,2898.4,45000,1,2
0,3,7,27,1,2,9,5.6,58000,2,25,4,3.248,2183.5,21200,4,4
1,2,2,19,1,2,14,10.9,43000,2,24,2,4.687,3864.5,23200,0,1
0,5,4,34,5,5,5,9.5,20000,3,20,5,1.9,1255.3,10300,4,2
0,1,2,27,1,3,12,3.4,30000,0,20,2,1.02,4405.2,25907.1507883633,2,0
0,1,3,35,2,5,15,12.7,35000,4,28,4,4.445,3810,14000,2,0
0,4,7,41,1,5,8,7.5,111000,2,19,4,8.325,2371.6,56800,3,4
1,3,3,28,2,5,10,14.6,26000,2,20,5,3.796,2093.4,6800,3,3
0,2,3,47,4,5,4,17.4,30000,0,20,5,5.22,1166.5,25907.1507883633,0,1
0,3,7,20,1,5,7,16.7,12000,2,11,5,2.004,3636.7,8300,2,4
0,1,5,25,4,1,6,4.2,44000,1,23,2,1.848,1879.1,21700,0,0
0,2,4,29,5,1,7,21.6,30000,4,17,4,6.48,1768.8,10100,1,1
0,3,3,37,1,5,10,14.8,61000,2,20,3,9.028,3228.9,37700,2,3
0,2,1,24,2,4,19,27.3,12000,1,23,3,3.276,3007.4,4900,1,3
0,8,6,20,5,1,2,14.6,134000,1,27,2,19.564,585.5,61100,4,3
0,3,7,25,1,2,11,7,46000,3,23,5,3.22,1981.1,24000,4,2
1,7,7,31,3,1,10,10.6,11000,3,24,3,1.166,2105.2,7400,2,3
1,2,5,25,1,1,6,13.3,11000,3,16,4,1.463,604.6,5600,0,2
1,2,5,19,1,1,9,10.8,33000,1,24,1,3.564,3874.7,18200,1,1
0,5,5,17,3,1,8,9,19000,3,17,1,1.71,1137,7200,4,2
0,3,5,22,1,1,11,3.4,10000,2,18,2,0.34,2065.5,5200,3,1
0,3,1,24,1,1,7,28.1,58000,2,18,3,16.298,2235.9,9500,4,2
0,1,2,17,1,1,11,10.9,40000,6,23,2,4.36,5074,18800,1,0
1,3,3,27,2,5,8,1.5,47000,3,17,3,0.705,1989.5,19900,2,1
1,1,5,15,2,4,3,3,48000,1,24,5,1.44,340.8,23500,0,0
1,4,8,32,2,4,13,19.7,1073000,4,28,4,211.381,29693.9,77600,2,3
1,2,8,24,3,3,4,16.4,240000,1,14,4,39.36,1628.3,89400,1,2
0,2,1,21,3,1,10,24.3,28000,5,25,1,6.804,2169.2,12800,0,1
1,2,3,31,2,5,6,11.9,35000,4,21,5,4.165,1100,17000,1,2
0,1,5,20,1,2,9,13.7,28000,0,25,2,3.836,1987.3,25907.1507883633,3,0
0,2,5,22,1,1,9,0.6,32000,1,20,2,0.192,3174.6,13000,0,1
0,2,5,20,2,3,10,11.5,44000,2,13,2,5.06,1556.4,21000,0,1
0,3,3,40,2,4,9,14.6,16000,2,22,3,2.336,1139.5,11500,3,2
1,2,1,26,2,1,7,22.5,39000,2,18,5,8.775,1696.1,17000,0,1
0,4,7,30,1,2,8,9.6,115000,1,25,3,11.04,5149.3,33100,3,4
0,2,1,24,1,1,8,17.7,47000,1,19,4,8.319,2814,24400,0,1
1,2,5,25,1,1,7,11,31000,3,16,2,3.41,5424.1,15400,1,2
1,2,5,20,2,3,6,12.2,35000,2,12,2,4.27,1242.9,13000,0,1
1,2,1,24,1,4,8,19.2,38000,0,15,3,7.296,1997.7,25907.1507883633,1,1
0,7,3,33,3,5,7,13.7,16000,1,21,5,2.192,2111.5,7500,2,1
1,2,2,20,2,1,11,2.4,80000,2,15,3,1.92,4137.9,49900,0,2
0,1,5,22,1,2,6,2.3,53000,3,19,4,1.219,3357.2,24600,1,0
0,2,5,20,1,2,3,11.6,9000,3,0,4,1.044,444.8,4600,0,1
1,3,7,22,1,1,10,6,49000,3,20,1,2.94,1873.2,27300,3,4
0,3,7,25,2,2,8,10.4,54000,3,27,5,5.616,3171.7,30100,2,3
0,2,5,26,5,3,6,2.3,14000,1,0,1,0.322,1208.9,7400,1,1
0,3,1,22,1,1,7,23.8,42000,1,21,5,9.996,2370.9,23200,2,1
0,3,5,21,2,1,8,15.7,25000,2,20,1,3.925,1483.3,13100,3,1
0,1,2,21,1,1,19,20,36000,3,19,3,7.2,7321.2,16800,2,0
0,1,2,18,5,1,12,3.1,30000,2,22,1,0.93,4691.7,16500,0,0
0,2,3,26,4,5,16,2,37000,2,25,5,0.74,6428.6,22400,1,1
0,1,2,15,1,3,11,13.9,30000,4,25,3,4.17,1736,10000,0,0
1,2,5,13,1,1,6,16.1,53000,2,18,1,8.533,972.6,25400,0,2
0,2,5,24,1,1,7,19.1,49000,3,14,2,9.359,1155.8,27500,0,2
0,3,5,17,2,2,9,7.6,30000,2,13,1,2.28,2602.8,14600,3,1
0,1,3,27,2,4,12,7.8,26000,3,15,4,2.028,1997.7,15400,1,0
0,1,3,31,3,4,12,14.3,24000,3,17,4,3.432,4072.9,11700,2,0
0,3,5,19,1,1,8,2.8,23000,1,21,1,0.644,1677.3,11800,2,2
0,1,5,20,4,1,9,10.8,50000,4,23,1,5.4,1896.4,20500,3,0
0,2,3,46,3,5,9,12.8,41000,1,22,5,5.248,3752.3,21500,1,2
0,1,5,25,1,1,7,11.1,18000,4,14,2,1.998,2014.1,6300,1,0
0,3,7,20,2,1,9,2.4,51000,4,18,5,1.224,1856.9,26100,4,3
0,1,3,25,1,4,5,3.5,51000,0,20,4,1.785,1411.1,25907.1507883633,1,0
0,2,3,29,2,5,5,5.5,37000,3,11,5,2.035,2703,16800,0,1
0,2,4,29,5,3,14,13.1,29000,2,12,5,3.799,4633.5,12300,1,2
1,3,2,25,2,2,10,8.8,68000,4,24,2,5.984,2588.2,37600,2,1
0,2,5,27,1,1,6,4.8,10000,4,21,3,0.48,1155.1,4600,0,1
1,2,1,32,2,1,5,19.1,109000,3,19,1,20.819,1460,56500,1,1
1,4,6,30,2,2,13,9.1,158000,2,24,1,14.378,3497.7,90600,3,4
0,3,3,31,2,3,9,2.2,47000,5,21,3,1.034,1507.8,13800,3,1
1,2,8,26,1,2,10,13.6,259000,0,22,1,35.224,4189.3,25907.1507883633,1,4
0,2,2,14,1,1,11,6.8,52000,2,29,1,3.536,2330.9,23900,1,2
0,2,3,28,2,4,13,5.4,22000,1,20,5,1.188,2988.8,14000,0,1
0,2,2,19,4,3,14,0.5,41000,4,23,2,0.205,3385.2,19200,0,1
0,1,5,24,3,4,8,6.3,22000,1,18,2,1.386,2278,6700,1,0
1,2,8,21,2,1,11,16,224000,2,20,3,35.84,11528.5,86900,1,1
0,3,7,30,1,1,9,10.2,34000,0,19,2,3.468,4312.5,25907.1507883633,3,2
1,2,1,22,2,2,9,14,103000,1,23,5,14.42,3164.5,46900,1,1
0,5,7,18,4,1,15,4.7,30000,2,25,2,1.41,4313.2,11700,3,3
0,2,4,29,5,4,17,6.7,37000,4,17,5,2.479,4518.4,13100,1,2
0,5,1,29,3,2,13,22.5,27000,1,18,3,6.075,4202.4,13000,2,2
0,2,2,26,1,3,14,13.9,16000,3,19,1,2.224,5765.6,7800,1,1
0,1,2,24,2,4,12,5.8,26000,1,27,1,1.508,1455.3,19500,1,0
0,3,7,24,1,2,12,11.2,89000,1,26,3,9.968,2640.2,32400,4,4
0,1,5,19,1,3,9,9.6,28000,2,8,4,2.688,4728,12200,0,0
0,1,1,15,2,2,13,19.1,56000,0,15,5,10.696,2197.7,25907.1507883633,0,0
0,5,2,27,4,1,9,3.1,25000,3,23,1,0.775,7503,18700,3,1
0,3,1,25,1,3,10,18.1,40000,1,26,2,7.24,3603,23500,2,2
0,3,2,25,1,1,12,10.5,29000,3,10,2,3.045,5169.4,18500,2,1
0,3,2,21,1,1,11,4.5,48000,1,25,1,2.16,2896.1,26900,3,1
0,1,5,21,1,1,8,15.2,67000,0,17,2,10.184,3961.6,25907.1507883633,2,0
1,3,1,25,2,4,11,26.7,77000,2,24,4,20.559,1622.8,29000,2,2
0,3,6,17,2,3,9,16.3,93000,3,26,3,15.159,2818.1,56200,2,2
0,1,3,25,1,5,6,13.8,26000,3,16,5,3.588,1084.4,12200,0,0
1,1,3,28,1,3,6,8.9,20000,1,24,4,1.78,1438.1,13800,0,0
0,2,3,25,4,5,7,5.6,87000,3,25,5,4.872,2438.4,46300,1,2
0,1,3,30,1,4,6,15.2,14000,1,22,3,2.128,1296.6,8000,2,0
0,3,2,26,2,2,12,8.8,44000,5,19,1,3.872,2144.1,27900,3,1
1,2,5,20,2,2,8,18,18000,2,15,2,3.24,1556.9,12400,0,1
0,7,4,27,3,2,11,4.7,17000,1,19,3,0.799,2484.5,12900,2,1
1,2,3,20,2,5,11,10.6,29000,0,27,4,3.074,4581.7,25907.1507883633,0,1
0,2,2,19,2,2,15,7.3,76000,2,14,4,5.548,5804.3,29600,0,1
0,2,4,22,4,5,14,1.5,84000,3,22,4,1.26,3100.7,50800,0,2
0,3,5,20,1,1,9,11.6,21000,2,23,1,2.436,3489.8,10300,3,2
1,3,1,23,2,2,12,22.6,67000,2,25,2,15.142,3541.7,39400,4,4
0,4,6,27,1,4,15,3.8,122000,1,14,4,4.636,2647.9,78500,4,4
0,3,5,18,1,1,8,5.7,27000,0,25,2,1.539,1288,25907.1507883633,2,1
0,5,7,15,5,2,5,7.8,46000,2,12,1,3.588,1306.3,21400,4,3
0,2,2,13,4,1,10,1,78000,2,15,3,0.78,6297.3,29500,1,1
0,1,1,31,1,3,9,17.5,30000,2,16,2,5.25,2136.3,15900,3,0
0,5,4,25,4,2,11,3.7,33000,2,0,3,1.221,4099.6,18400,2,2
0,2,6,33,1,5,9,3.8,179000,2,21,2,6.802,2941.9,94400,1,1
0,3,7,23,1,2,4,12.2,80000,3,17,4,9.76,1390.5,46600,4,4
0,1,3,32,4,5,13,2.9,17000,3,15,5,0.493,5819.5,12700,0,0
0,1,3,27,3,4,8,16.4,18000,3,26,4,2.952,1984.2,9300,0,0
1,4,6,19,1,1,11,4.6,280000,3,20,1,12.88,4542.1,79100,2,2
0,3,7,31,1,3,12,13.9,42000,3,27,3,5.838,3178.6,21900,2,3
0,5,4,25,6,5,12,5.8,32000,2,27,1,1.856,3506.8,15100,2,2
1,3,7,29,1,5,15,2.6,45000,2,13,5,1.17,4231,28900,4,4
0,3,1,21,1,1,7,28.4,13000,2,24,3,3.692,1341.5,6100,3,1
0,1,2,18,2,3,17,21,55000,2,28,3,11.55,5682.1,20500,1,0
0,2,2,18,1,3,15,18.6,20000,2,21,2,3.72,3267,9200,1,1
0,2,3,26,3,4,5,6.9,33000,2,21,5,2.277,573.1,24000,0,2
0,2,5,21,2,1,11,8.7,59000,3,15,1,5.133,1673.7,25900,1,2
1,2,4,25,5,5,11,17,12000,1,23,5,2.04,1996.6,5500,1,1
1,3,3,30,1,3,8,6,58000,1,21,4,3.48,2975.8,26900,2,2
1,3,2,29,2,3,16,4.9,84000,2,26,5,4.116,8363.2,33500,2,1
0,1,5,17,1,1,12,4,62000,1,15,1,2.48,2463.2,35000,3,0
1,2,3,25,2,5,14,10.8,27000,2,24,5,2.916,4073.2,13600,1,1
0,5,1,30,3,3,7,17.6,63000,2,18,4,11.088,1857.8,21900,2,2
0,3,7,27,2,4,13,6.6,56000,3,20,2,3.696,4949,28600,2,3
0,4,6,23,2,2,6,1.9,202000,0,20,2,3.838,7516.3,25907.1507883633,2,1
0,2,1,19,1,1,10,21.2,29000,0,21,1,6.148,2762.5,25907.1507883633,1,1
0,1,5,19,1,2,5,14.6,35000,3,17,4,5.11,545.2,22800,3,0
1,2,3,28,2,5,9,14.1,29000,3,16,5,4.089,2186.4,8700,0,1
0,2,6,23,1,3,17,8.4,138000,3,25,1,11.592,6224.7,62700,0,1
1,8,6,25,4,3,8,6.9,145000,2,22,2,10.005,9462.3,81100,4,4
0,1,2,18,1,3,17,7.2,21000,2,22,1,1.512,4854.1,9100,1,0
0,2,3,29,3,5,19,11.9,17000,2,18,5,2.023,6186.7,8300,0,1
0,1,3,22,1,3,14,15.3,14000,3,0,5,2.142,2783.4,5600,2,0
1,2,3,25,1,4,5,6.8,10000,3,18,5,0.68,491.6,4200,0,1
0,3,1,22,2,4,5,22.9,24000,0,17,2,5.496,868.4,25907.1507883633,2,4
0,4,6,26,2,5,13,7.4,127000,3,34,5,9.398,4950.2,71500,3,2
0,1,2,21,3,1,12,6.6,22000,2,28,5,1.452,4067.5,11500,3,0
0,2,5,28,1,1,7,5,27000,2,22,1,1.35,1918.6,15300,0,1
1,2,3,33,1,4,8,16,71000,3,17,5,11.36,4896.6,50300,0,1
1,2,6,26,4,2,11,12.6,130000,2,16,5,16.38,4852.6,89500,1,1
0,5,7,23,4,1,7,10,20000,3,24,1,2,1498.6,9700,3,3
1,3,3,28,1,3,14,0.3,56000,4,20,4,0.168,3552.1,32500,2,2
0,5,4,23,5,2,8,11.8,48000,3,16,2,5.664,1263.2,25000,3,1
0,2,1,22,3,3,10,15.3,60000,3,17,4,9.18,2807.7,25800,0,1
0,2,4,22,4,3,14,6.6,19000,3,21,3,1.254,2597.3,11100,1,2
1,5,7,25,4,2,8,7.8,72000,2,21,3,5.616,2739.9,33900,2,3
1,2,3,31,3,4,12,12.7,56000,3,29,5,7.112,6286.7,30200,0,1
0,1,1,25,1,1,12,19.4,58000,4,13,5,11.252,12500.4,35000,3,0
0,2,1,32,2,2,10,29,106000,4,20,4,30.74,2571.1,29700,0,2
0,1,2,13,4,1,13,10.7,22000,1,18,2,2.354,2446.8,13600,2,0
0,2,3,35,2,3,10,8.7,21000,3,24,2,1.827,1002.2,8000,0,1
0,2,1,25,1,3,14,20.5,41000,4,23,1,8.405,3867.7,17400,1,1
1,2,3,38,2,3,14,10,45000,1,26,3,4.5,3038.6,24700,0,1
1,4,8,30,1,1,12,13.6,346000,2,16,4,47.056,6033.7,81200,2,2
0,1,3,23,2,5,7,1.2,34000,3,18,5,0.408,2010.3,17500,0,0
1,2,7,30,2,3,14,8.3,68000,2,21,1,5.644,4255.2,47300,1,4
0,3,7,27,1,2,8,2.6,25000,0,17,3,0.65,3730.4,25907.1507883633,4,3
0,3,7,23,1,3,11,9.8,25000,2,27,5,2.45,2877.4,13300,3,4
1,2,2,25,1,1,11,2.6,19000,2,21,1,0.494,2986.8,8800,0,1
0,5,1,30,4,5,10,21.7,44000,4,24,5,9.548,2055.4,18400,3,3
1,3,1,24,2,5,10,27,81000,2,17,5,21.87,2005.2,37200,3,4
1,3,7,24,2,3,12,4.8,48000,3,17,4,2.304,6055.8,21100,4,4
0,2,4,24,5,4,6,8.1,39000,0,18,3,3.159,1775.7,25907.1507883633,1,1
0,1,1,33,1,4,7,36.4,19000,3,25,4,6.916,1264,10000,0,0
1,3,5,22,1,1,9,7.7,16000,2,25,2,1.232,1823.1,9300,3,1
1,3,7,33,1,5,12,5.8,68000,2,21,5,3.944,3460.4,32300,3,4
0,1,5,27,1,1,8,12.4,35000,0,20,1,4.34,4432.2,25907.1507883633,1,0
0,3,7,21,1,2,12,17.1,38000,2,29,4,6.498,1325,20400,2,4
0,1,4,18,5,1,11,15.7,29000,2,22,1,4.553,2617.3,13800,3,0
1,2,4,33,5,5,5,3,113000,2,26,5,3.39,1770.2,75300,1,2
1,2,2,22,2,1,11,7.3,37000,3,16,3,2.701,4899.8,14200,1,1
0,3,2,19,2,3,12,11.4,34000,4,18,3,3.876,2633,19900,2,1
1,2,3,32,1,4,8,5.8,46000,3,24,5,2.668,2062.4,26600,1,1
0,3,5,33,2,3,6,3.8,32000,0,19,2,1.216,2165.5,25907.1507883633,2,1
0,3,3,27,1,5,6,13.6,36000,4,17,3,4.896,1022.7,16400,2,2
1,2,5,27,2,3,6,11.5,73000,5,17,2,8.395,2790.9,42900,1,2
0,3,7,26,2,4,13,5.3,20000,2,19,2,1.06,3515.6,8900,3,2
1,3,5,23,2,2,2,4.7,55000,0,26,4,2.585,775.2,25907.1507883633,2,1
0,4,6,31,1,4,5,2.1,187000,2,29,2,3.927,2490,80300,4,3
1,3,5,19,2,1,5,9.9,32000,2,17,1,3.168,916.6,15300,3,1
0,1,5,29,1,4,7,13.3,28000,4,12,2,3.724,1534.6,17600,1,0
1,1,2,22,3,3,16,11.4,16000,1,16,3,1.824,9127.7,5000,0,0
0,8,6,19,3,2,11,11,146000,4,17,5,16.06,3545.5,87700,2,3
0,1,2,25,1,2,11,5.4,30000,2,22,2,1.62,2888.6,16400,1,0
0,3,3,22,1,4,9,7,45000,1,19,4,3.15,4255.5,16700,3,1
0,1,5,25,3,1,9,8.1,56000,1,13,2,4.536,3792,25900,2,0
0,3,5,19,2,2,10,9.9,60000,3,16,2,5.94,2369.2,24200,2,1
0,1,2,17,3,3,12,4.3,18000,3,18,2,0.774,3613.4,6300,2,0
0,2,2,21,1,2,14,20.2,24000,1,20,2,4.848,4704.8,15400,0,1
0,3,3,32,1,5,4,5.2,26000,1,20,4,1.352,800.3,11900,3,2
0,2,2,26,1,1,15,16.5,55000,3,13,1,9.075,5793.7,29100,0,1
0,1,5,16,1,1,10,16.4,33000,3,14,1,5.412,3264.4,15400,2,0
0,5,4,26,4,4,8,16,78000,1,24,5,12.48,1742.1,37700,4,2
0,3,7,33,1,1,11,12.7,20000,2,25,3,2.54,4660.7,13500,2,4
0,5,4,21,6,2,8,9.2,19000,3,19,1,1.748,2078.3,9900,2,1
0,3,1,32,2,1,8,27.2,25000,2,25,1,6.8,2277.6,13400,4,4
0,3,7,32,1,3,12,13.7,47000,3,23,1,6.439,1970.6,25200,3,4
0,3,3,27,1,5,6,19.9,9000,3,0,4,1.791,470,5500,3,2
0,2,7,32,3,4,10,5.8,14000,2,19,3,0.812,3760.9,5100,1,4
0,3,1,21,1,1,12,21.2,60000,3,25,1,12.72,2911.8,33900,3,1
1,3,7,32,2,2,10,8.5,21000,2,24,1,1.785,2005.3,10400,3,4
0,2,4,27,4,3,5,15.5,54000,2,19,5,8.37,1195.3,27000,1,3
0,3,7,21,2,2,11,8.9,32000,3,26,5,2.848,1693,14900,3,2
0,2,3,39,1,5,10,1.9,12000,3,17,5,0.228,1684.7,5700,1,1
0,3,7,23,2,2,11,8.2,67000,2,18,5,5.494,2819.7,23600,4,4
0,2,3,26,1,4,14,1.1,19000,2,21,5,0.209,5348.8,6700,0,1
0,3,3,39,2,5,16,4.5,40000,3,21,4,1.8,4325,22000,3,2
1,5,2,18,3,5,14,2.3,21000,2,18,5,0.483,8382.4,9200,2,1
1,4,6,19,2,4,16,5.1,179000,3,12,4,9.129,8242.4,75700,2,4
0,1,3,40,3,3,10,7.7,17000,2,19,2,1.309,2335.9,8200,1,0
0,2,5,27,3,2,10,6.4,21000,1,13,3,1.344,2326.1,10100,0,1
0,2,3,32,2,5,13,4.1,28000,2,17,5,1.148,5268.9,16800,1,1
0,1,2,25,1,2,18,12.2,28000,1,19,5,3.416,6752.1,14900,1,0
0,2,6,31,4,2,11,4.5,170000,2,21,1,7.65,6286.5,79400,1,3
1,2,6,23,1,2,19,13,129000,2,20,2,16.77,24610.3,72500,0,2
0,1,5,32,2,3,10,13.7,29000,2,25,1,3.973,2024.4,20300,0,0
0,5,4,29,4,5,12,16.4,28000,2,20,3,4.592,2457,18800,2,1
0,5,3,29,3,4,11,0.7,46000,2,16,4,0.322,2732.1,25700,2,1
0,5,2,21,4,1,14,11.1,77000,5,12,2,8.547,4271,44900,2,1
0,5,4,30,8,4,10,3.1,70000,0,22,5,2.17,2576.7,25907.1507883633,3,3
0,1,2,20,3,1,12,1.5,31000,2,24,1,0.465,2936.9,13700,2,0
0,1,2,25,2,2,15,14.9,48000,2,23,1,7.152,5803.8,21400,0,0
0,1,1,29,1,4,11,18,30000,3,13,1,5.4,4523,12700,3,0
1,1,2,23,1,2,11,11.7,98000,2,25,3,11.466,5730.5,51600,0,0
0,1,4,29,4,4,7,8.2,57000,4,27,1,4.674,1824.4,31400,0,0
1,4,7,19,2,3,8,1.4,137000,0,19,5,1.918,2962.9,25907.1507883633,2,3
0,3,2,27,1,2,16,7.2,56000,2,25,1,4.032,2430.9,31200,3,1
1,4,6,28,1,3,7,14.5,142000,2,32,5,20.59,1869.1,70800,3,1
0,2,2,13,2,2,13,1.8,20000,0,19,1,0.36,2991.1,25907.1507883633,0,1
0,3,7,20,2,3,11,6.2,15000,3,15,1,0.93,2511.5,10000,4,4
1,3,5,23,2,1,5,14.1,49000,0,21,5,6.909,1254.7,25907.1507883633,2,1
0,3,3,37,1,4,11,7.1,32000,0,18,4,2.272,2763.3,25907.1507883633,3,2
0,3,2,20,1,1,16,0.8,22000,0,21,1,0.176,5697.3,25907.1507883633,2,2
1,2,5,16,2,1,4,17.3,74000,4,15,1,12.802,697.4,44400,0,2
0,1,5,28,2,1,7,4.1,38000,2,15,3,1.558,3328.8,16300,1,0
0,2,2,17,2,2,15,10.6,47000,4,14,4,4.982,6186,32200,1,1
0,2,6,22,1,1,7,3.6,112000,3,18,5,4.032,1268.2,65500,1,3
1,1,5,21,1,2,10,9.4,19000,1,22,1,1.786,2127.7,10400,1,0
0,1,2,32,3,1,11,3.7,29000,0,22,1,1.073,2598.3,25907.1507883633,1,0
1,2,3,41,2,5,5,2.5,12000,1,24,5,0.3,1369.3,5100,1,1
0,1,3,35,3,5,6,24.3,21000,0,15,4,5.103,2957.6,25907.1507883633,3,0
0,1,2,27,1,4,14,7.4,18000,0,24,1,1.332,7828,25907.1507883633,2,0
0,1,3,33,1,4,9,8.2,31000,2,18,2,2.542,1875.2,18600,3,0
0,1,2,23,1,1,14,6.5,79000,4,19,1,5.135,7188.6,38700,1,0
0,4,3,40,2,5,5,2.9,113000,4,14,5,3.277,1701.5,62800,3,2
0,2,6,23,2,2,11,12,160000,3,17,1,19.2,4671,64900,1,3
0,3,5,22,2,1,10,5.1,83000,2,18,1,4.233,2459.1,53300,3,1
0,3,3,32,1,4,11,7.5,14000,2,17,5,1.05,2008.2,6500,3,1
1,3,6,24,1,5,13,3.2,97000,2,21,5,3.104,10889,54700,2,2
0,2,3,33,1,3,14,12.6,46000,7,26,4,5.796,1692.9,17400,0,1
0,8,6,23,3,5,8,15.3,111000,2,16,3,16.983,1990.1,71000,3,2
1,2,3,31,1,4,9,4.2,37000,2,25,2,1.554,2361.8,16500,1,1
