"","CustomerID","Age","CommuteTime","EducationYears","EmploymentLength","Gender","HouseholdSize","JobCategory","MaritalStatus","PoliticalPartyMem","Retired","TownSize","UnionMember","CardItemsMonthly","CardSpendMonth","CardTenure","CreditDebt","DebtToIncomeRatio","HHIncome","LoanDefault","OtherDebt","CarBrand","CarOwnership","CarsOwned","CarValue","HomeOwner","Internet","NumberBirds","NumberCats","NumberDogs","NumberPets","OwnsFax","OwnsGameSystem","OwnsMobileDevice","OwnsPC","ActiveLifestyle","NewsSubscriber","TVWatchingHours","Votes","CallerID","CallForward","CallingCard","CallWait","DataLastMonth","DataOverTenure","EquipmentLastMonth","EquipmentOverTenure","EquipmentRental","Multiline","Pager","PhoneCoTenure","Region","ThreeWayCalling","VM","VoiceLastMonth","VoiceOverTenure","WirelessData","CreditCard","EBilling","TotalDebt","AvgCardSpendMonth","AvgValuePerCar","TechOwnership","NumAddOns","CardSpendMonthScaled","DataOverTenureScaled","VoiceOverTenureScaled","HHIncomeScaled","CarValueScaled"
"459","6966-BEJNEM-J8E",29,21,17,1,"Male",2,"Crafts","Married","No","No",2,"No",11,4268.6,11,0.191064,1.9,24000,"Yes",0.264936,"Domestic","Own",4,10700,"No",2,0,0,1,11,"No","Yes","Yes","Yes","No","Yes",18,"Yes","Yes","Yes","No","Yes",34.85,1288,35.2,1231.5,"Yes","Yes","No",36,2,"Yes","Yes",40.95,488.95,"Yes","Visa","Yes",0.456,388.054545454545,2675,3,3,0.364287483189571,0.865147399082734,-0.224170132415305,-0.555452915075508,-0.774066028285465
"460","8013-UVWBWL-O01",49,29,16,11,"Female",1,"Professional","Unmarried","No","No",2,"No",4,927.7,3,0.533104,5.2,44000,"No",1.754896,"Domestic","Own",2,24000,"No",0,0,0,2,6,"No","No","No","No","No","No",20,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",7,1,"Yes","No",22.05,50.95,"No","Visa","No",2.288,231.925,12000,0,1,-1.00034970237581,-0.421561662771884,-0.671496396436563,-0.194295477998623,-0.0970767408461245
"461","3328-JFBBON-Q61",41,18,19,3,"Male",2,"Professional","Unmarried","Yes","No",1,"No",8,2655.4,1,3.92882,21.1,95000,"Yes",16.11618,"Foreign","Own",1,49500,"Yes",0,0,0,0,3,"No","Yes","No","No","Yes","No",16,"Yes","No","No","No","Yes",0,0,18.9,18.9,"Yes","No","No",1,3,"No","No",2.7,0.9,"No","Disc","No",20.045,331.925,49500,1,0,-0.294646548883842,-0.421561662771884,-0.722612103090134,0.726655986547434,1.20091023883081
"462","2480-RBGZYO-AWH",66,21,18,4,"Male",2,"Sales","Married","No","No",1,"No",9,2051,25,0.2048,10,32000,"No",2.9952,"Foreign","Own",3,19400,"Yes",0,0,0,0,1,"No","No","No","No","No","Yes",27,"No","No","Yes","Yes","No",0,0,0,0,"No","No","No",54,1,"No","No",47.25,925.05,"No","Disc","No",3.2,227.888888888889,6466.66666666667,0,0,-0.541522155742986,-0.421561662771884,0.221215675209514,-0.410989940244754,-0.331223411689806
"463","0216-CBFAEO-2KQ",19,24,14,0,"Female",3,"Professional","Unmarried","No","No",4,"Yes",13,4014.1,2,0.620585,4.9,17000,"No",0.212415,"Foreign","Lease",2,9200,"Yes",0,0,0,1,12,"No","No","No","No","Yes","No",20,"No","No","No","No","No",0,0,0,0,"No","No","No",2,2,"No","No",15.75,11.25,"No","Visa","No",0.833,308.776923076923,4600,0,0,0.260333409818208,-0.421561662771884,-0.712041722193742,-0.681858018052417,-0.850418203560579
"464","6319-CCXCLW-7UL",44,21,14,6,"Male",1,"Sales","Unmarried","Yes","No",4,"No",7,2105.1,10,1.1256,10.5,32000,"No",2.2344,"Domestic","Own",1,13000,"No",2,0,0,0,0,"No","Yes","Yes","Yes","Yes","No",29,"No","Yes","Yes","Yes","Yes",42.75,922.85,38.25,818.3,"Yes","Yes","Yes",22,5,"Yes","Yes",39.6,270.2,"Yes","AMEX","No",3.36,300.728571428571,13000,3,4,-0.519424256452649,0.500363382051512,-0.447577941215877,-0.410989940244754,-0.656992692863624
"465","1006-NXBJVK-IB7",52,18,16,18,"Male",1,"Crafts","Unmarried","No","No",1,"No",11,2285,8,4.381342,23.8,41000,"No",5.376658,"Foreign","Own",3,12300,"Yes",2,0,1,0,9,"Yes","No","Yes","Yes","Yes","No",27,"No","No","No","Yes","Yes",28.55,684.6,35.35,831.3,"Yes","No","Yes",26,4,"No","Yes",28.65,238.95,"Yes","Disc","No",9.758,207.727272727273,4100,3,2,-0.445941593193285,0.262352175539972,-0.479493342473101,-0.248469093560155,-0.69262370799201
"466","2582-FTCAHT-UIJ",50,29,16,20,"Female",1,"Crafts","Unmarried","No","No",3,"No",10,5309.3,26,1.5111,2,207000,"No",2.6289,"Domestic","Own",2,75900,"Yes",0,0,0,0,9,"No","No","No","No","Yes","No",24,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",46,2,"Yes","No",25.65,432.6,"No","Mast","No",4.14,530.93,37950,0,1,0.789375908170232,-0.421561662771884,-0.281719983962332,2.74913763417799,2.54470852367281
"467","1112-NHRPOQ-7OR",61,26,13,36,"Female",1,"Labor","Unmarried","No","No",3,"No",11,3441.6,39,5.290434,5.1,339000,"No",11.998566,"Foreign","Own",3,86000,"No",3,0,0,0,0,"No","Yes","No","Yes","Yes","Yes",18,"No","No","Yes","Yes","No",0,0,0,0,"No","Yes","No",72,5,"Yes","No",120.3,2843.8,"No","Visa","No",17.289,312.872727272727,28666.6666666667,2,2,0.0264878027254546,-0.421561662771884,2.1808213124031,5.13277671888543,3.05881317052524
"468","5386-SATTOH-CQ0",71,32,15,12,"Female",2,"Sales","Married","No","No",3,"No",15,3188.2,40,1.002115,7.9,59000,"No",3.658885,"Foreign","Own",5,30400,"Yes",0,0,0,0,0,"No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","Yes","No",0,0,0,0,"No","Yes","No",72,1,"Yes","No",153.15,3658.8,"No","AMEX","No",4.661,212.546666666667,6080,0,2,-0.0770169603091369,-0.421561662771884,3.01317497719151,0.0765725998090412,0.228692540327693
"469","3685-WTAVBE-RC3",79,32,15,33,"Female",1,"Labor","Unmarried","No","Yes",5,"No",7,990.1,34,0.060434,8.2,11000,"No",0.841566,"Foreign","Lease",2,6800,"Yes",1,0,0,0,4,"No","No","No","Yes","Yes","Yes",22,"No","No","No","Yes","No",0,0,0,0,"No","No","No",68,2,"No","No",57,1361.35,"No","Visa","No",0.902,141.442857142857,3400,1,0,-0.974861552362553,-0.421561662771884,0.666805741402379,-0.790205249175483,-0.97258168400076
"470","5525-ZLNYDQ-KWB",41,16,17,3,"Female",2,"Sales","Married","No","No",1,"No",17,2968.4,23,0.245016,4.1,24000,"No",0.738984,"Domestic","Own",0,25907.1507883633,"Yes",3,0,0,2,2,"No","Yes","Yes","Yes","No","Yes",17,"Yes","No","No","Yes","Yes",48.3,3100.35,45.05,2917.6,"Yes","No","Yes",65,5,"Yes","Yes",39,860.4,"Yes","Visa","No",0.984,174.611764705882,Inf,3,3,-0.166797334875053,2.6756809148065,0.155189093088568,-0.555452915075508,0
"471","0813-CCISZQ-9OE",39,19,14,9,"Female",2,"Labor","Married","No","No",2,"No",11,3563.8,16,1.984905,2.7,145000,"No",1.930095,"Domestic","Own",2,73500,"Yes",1,0,0,0,0,"No","No","No","Yes","No","No",18,"Yes","No","No","No","No",0,0,0,0,"No","No","No",30,1,"No","No",71.7,685.7,"No","Disc","Yes",3.915,323.981818181818,36750,1,0,0.07640209650141,-0.421561662771884,-0.0232307660998197,1.62954957923965,2.42254504323262
"472","1365-PWONHV-GEQ",50,26,19,14,"Female",1,"Labor","Unmarried","Yes","No",5,"No",11,3619.9,32,2.0202,9.1,60000,"No",3.4398,"Domestic","Own",3,31600,"Yes",4,0,0,1,6,"Yes","Yes","Yes","Yes","Yes","Yes",30,"Yes","Yes","Yes","Yes","Yes",55.65,3486.45,47.8,2943.15,"Yes","Yes","Yes",62,1,"Yes","Yes",88.65,1788.6,"Yes","Mast","Yes",5.46,329.081818181818,10533.3333333333,4,4,0.0993169236767872,3.06139393404724,1.10315310739115,0.0946304716628854,0.289774280547784
"473","7147-LQCKDM-EOP",57,27,12,7,"Male",1,"Sales","Unmarried","No","No",4,"No",6,1719.9,10,0.5475,7.3,25000,"No",1.2775,"Domestic","Lease",2,9900,"No",0,0,0,0,7,"No","No","No","No","No","No",22,"No","No","No","No","No",0,0,0,0,"No","No","No",24,2,"No","No",12.6,90.25,"No","Visa","No",1.825,286.65,4950,0,0,-0.676764567111389,-0.421561662771884,-0.631359587815478,-0.537395043221663,-0.814787188432192
"474","7765-EPLSBP-3Y8",63,19,18,19,"Male",2,"Professional","Married","Yes","No",4,"No",6,4498.5,35,5.940298,12.7,91000,"No",5.616702,"Domestic","Own",1,61000,"No",4,0,1,2,3,"No","Yes","Yes","Yes","No","No",13,"Yes","Yes","Yes","Yes","No",47.8,2941.15,54.95,3481.05,"Yes","Yes","Yes",64,1,"Yes","Yes",106.2,2326.95,"Yes","AMEX","Yes",11.557,749.75,61000,3,4,0.458193343574941,2.51664047796857,1.65296610792961,0.654424499132057,1.78627691594001
"475","7868-DWLPFD-4N4",55,24,17,15,"Female",1,"Crafts","Unmarried","No","No",2,"No",13,2888.8,33,0.805734,4.3,54000,"No",1.516266,"Domestic","Own",4,29200,"Yes",3,0,2,0,5,"No","No","Yes","Yes","No","Yes",21,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",68,1,"No","No",50.1,1231.5,"No","Disc","Yes",2.322,222.215384615385,7300,2,1,-0.199311064699653,-0.421561662771884,0.53419086609836,-0.0137167594601801,0.167610800107603
"476","9298-YHUIAW-0YS",72,34,14,14,"Male",2,"Professional","Married","No","No",4,"No",13,2475.9,36,2.1573,9.4,50000,"No",2.5427,"Domestic","Lease",2,23500,"No",0,0,0,0,0,"No","No","No","No","No","Yes",20,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",70,2,"No","No",82.95,1965.75,"No","Visa","No",4.7,190.453846153846,11750,0,1,-0.367965826566199,-0.421561662771884,1.28407513403811,-0.0859482468755571,-0.122527465937829
"477","2916-THRYUW-FN8",57,13,12,19,"Male",1,"Professional","Unmarried","Yes","No",1,"No",8,2186.5,39,1.575744,5.8,96000,"No",3.992256,"Foreign","Own",2,50500,"Yes",0,0,1,0,1,"Yes","No","No","No","Yes","Yes",22,"No","Yes","Yes","Yes","Yes",46.7,3235.15,0,0,"No","Yes","Yes",72,2,"Yes","Yes",72.3,1758.85,"Yes","Disc","Yes",5.568,273.3125,25250,1,4,-0.486175291531514,2.81034580730495,1.07276964539427,0.744713858401278,1.25181168901422
"478","8438-ZMTWWO-5I8",74,26,18,29,"Male",1,"Labor","Unmarried","No","Yes",1,"No",14,3051.7,18,7.669332,18.1,66000,"No",4.276668,"Domestic","Own",3,30700,"No",3,0,0,0,0,"No","No","No","Yes","Yes","No",14,"No","Yes","Yes","Yes","Yes",36.8,1379.25,34.35,1328.25,"Yes","Yes","No",40,1,"Yes","Yes",32.25,449.75,"Yes","Disc","Yes",11.946,217.978571428571,10233.3333333333,1,3,-0.13277228846313,0.956305940926083,-0.264204811752367,0.202977702785951,0.243962975382716
"479","7819-MKFQJY-7WQ",69,23,14,25,"Female",4,"Professional","Married","No","No",2,"No",10,2052.8,34,1.672125,4.9,105000,"No",3.472875,"Domestic","Own",3,71800,"No",3,0,2,0,12,"No","Yes","Yes","Yes","No","Yes",19,"Yes","No","No","Yes","No",0,0,45.25,3080.8,"Yes","Yes","Yes",67,1,"No","No",128.4,2969.35,"No","Disc","Yes",5.145,205.28,23933.3333333333,3,2,-0.54078692064645,-0.421561662771884,2.30904462849412,0.907234705085877,2.33601257792083
"480","1393-BYEGCB-TB0",37,21,21,2,"Female",1,"Sales","Unmarried","No","No",5,"No",9,1837.2,2,11.72325,12.5,147000,"Yes",6.65175,"Foreign","Own",3,82800,"Yes",4,0,0,0,5,"Yes","Yes","Yes","Yes","No","No",17,"Yes","Yes","No","Yes","Yes",29,194.1,42.8,314.4,"Yes","No","Yes",8,5,"Yes","Yes",17.25,55.4,"Yes","Mast","Yes",18.375,204.133333333333,27600,4,3,-0.628851746653782,-0.227656205546743,-0.666951643297535,1.66566532294734,2.89592852993833
"481","8783-KJXVKE-43W",28,26,18,3,"Female",6,"Crafts","Married","No","No",2,"Yes",9,4196.4,3,0.748917,3.7,39000,"Yes",0.694083,"Domestic","Own",0,25907.1507883633,"No",3,0,2,0,2,"Yes","Yes","Yes","Yes","No","No",17,"Yes","Yes","Yes","Yes","Yes",39.3,119.25,47.45,176.05,"Yes","Yes","Yes",4,5,"Yes","Yes",16.35,16.65,"Yes","AMEX","Yes",1.443,466.266666666667,Inf,4,4,0.33479638653962,-0.30243118480126,-0.706526740856493,-0.284584837267844,0
"482","0063-DWPGGH-D1I",35,15,15,3,"Female",3,"Sales","Married","Yes","No",1,"No",10,2123.7,11,1.369626,17.7,53000,"No",8.011374,"Domestic","Own",3,23800,"Yes",3,0,0,1,9,"No","No","No","Yes","Yes","No",15,"No","No","No","No","No",0,0,31.45,286.65,"Yes","Yes","No",11,1,"No","Yes",7.35,16.8,"No","Visa","Yes",9.381,212.37,7933.33333333333,1,2,-0.511826827121776,-0.421561662771884,-0.706373546930459,-0.0317746313140243,-0.107257030882806
"483","4948-AKXWUE-3KV",68,34,15,23,"Female",2,"Service","Married","No","No",5,"No",8,11171.5,40,1.908,2.5,144000,"No",1.692,"Foreign","Own",2,79200,"Yes",3,0,1,0,1,"No","No","Yes","Yes","Yes","Yes",22,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",72,5,"No","No",223.35,5474.25,"No","AMEX","No",3.6,1396.4375,39600,2,1,3.18387323201152,-0.421561662771884,4.86728106398921,1.6114917073858,2.71268330927806
"484","8608-OGABQO-XFZ",42,28,8,2,"Male",1,"Sales","Unmarried","Yes","No",2,"No",9,1513,4,2.83547,17.3,22000,"No",0.97053,"Domestic","Own",0,25907.1507883633,"Yes",0,0,3,0,3,"No","No","No","No","No","No",17,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",6,5,"Yes","No",10.05,13.3,"No","AMEX","No",3.806,168.111111111111,Inf,0,1,-0.761275756818796,-0.421561662771884,-0.709948071871268,-0.591568658783196,0
"485","8009-ALGRDH-LFA",51,26,14,11,"Male",4,"Service","Married","No","No",1,"No",11,10477.1,9,0.368016,4.1,66000,"No",2.337984,"Domestic","Own",3,36600,"No",0,1,2,1,4,"No","No","No","Yes","Yes","No",26,"Yes","Yes","No","No","No",0,0,0,0,"No","No","No",15,3,"No","No",11.85,79.3,"No","AMEX","Yes",2.706,952.463636363636,12200,1,0,2.90023587032557,-0.421561662771884,-0.642542744416009,0.202977702785951,0.54428153146483
"486","2387-DDPNPM-O28",27,23,20,0,"Male",1,"Sales","Unmarried","Yes","No",1,"No",10,2533,9,0.3402,15,14000,"No",1.7598,"Foreign","Own",1,6100,"No",0,0,0,2,3,"No","Yes","Yes","Yes","No","Yes",21,"No","No","No","No","No",0,0,0,0,"No","Yes","No",38,1,"No","No",36.15,449.05,"No","AMEX","No",2.1,253.3,6100,3,1,-0.344642535448302,-0.421561662771884,-0.264919716740529,-0.73603163361395,-1.00821269912915
"487","7268-IWPXCN-LTQ",34,27,11,5,"Female",2,"Labor","Married","No","No",1,"Yes",7,1235.5,4,0.350304,12.3,32000,"No",3.585696,"Domestic","Own",4,18500,"Yes",0,0,0,0,0,"No","Yes","No","No","No","No",18,"Yes","Yes","Yes","Yes","Yes",34.55,316.75,0,0,"No","No","Yes",10,1,"Yes","No",15.6,40.2,"Yes","Visa","No",3.936,176.5,4625,1,2,-0.874624500868122,-0.105129135332094,-0.682475294469049,-0.410989940244754,-0.377034716854874
"488","6682-WREGJX-Z99",20,21,15,0,"Female",1,"Labor","Unmarried","No","No",2,"No",10,2117.9,2,0.227976,5.9,24000,"No",1.188024,"Domestic","Own",2,10500,"Yes",4,0,0,0,0,"Yes","Yes","Yes","Yes","Yes","No",24,"No","No","No","No","No",22.75,129.45,39.25,217.8,"Yes","Yes","No",6,2,"No","No",13.95,30.85,"Yes","Disc","Yes",1.416,211.79,5250,4,1,-0.514195917988392,-0.292241408069182,-0.69202438252521,-0.555452915075508,-0.784246318322147
"489","3368-ZCWPCN-HA0",70,21,19,27,"Female",1,"Labor","Unmarried","Yes","Yes",1,"No",11,2007.1,39,0.2254,9.2,10000,"No",0.6946,"Foreign","Lease",2,2700,"No",1,0,3,0,3,"No","No","No","Yes","No","Yes",23,"Yes","No","No","Yes","Yes",0,0,0,0,"No","Yes","No",72,1,"No","No",57.75,1356.1,"No","Disc","No",0.92,182.463636363636,1350,1,1,-0.559453722819618,-0.421561662771884,0.661443953991166,-0.808263121029327,-1.18127762975274
"490","9079-XPFBAP-SGV",67,38,13,6,"Female",1,"Sales","Unmarried","Yes","No",5,"No",11,4348.3,21,2.917944,16.2,38000,"No",3.238056,"Domestic","Lease",3,13000,"No",3,0,0,0,3,"No","Yes","Yes","Yes","No","Yes",21,"Yes","No","No","No","No",36.15,1641,41.05,2038.1,"Yes","Yes","Yes",51,3,"No","No",24.75,448.15,"Yes","Mast","Yes",6.156,395.3,4333.33333333333,3,2,0.396842059408423,1.21779359383016,-0.265838880296737,-0.302642709121688,-0.656992692863624
"491","1880-INKZQO-1BC",41,26,14,19,"Female",3,"Agriculture","Married","Yes","No",1,"No",16,3912.8,17,2.622871,18.1,43000,"Yes",5.160129,"Foreign","Own",2,17500,"No",0,0,0,0,0,"No","Yes","No","No","No","No",19,"No","No","No","Yes","No",0,0,0,0,"No","Yes","No",41,1,"No","No",43.5,608,"No","Visa","Yes",7.783,244.55,8750,1,1,0.218956012440922,-0.421561662771884,-0.102585219785783,-0.212353349852467,-0.427936167038283
"492","7267-RMHTZA-C3Y",76,27,14,13,"Male",1,"Sales","Unmarried","Yes","Yes",4,"Yes",10,3247.6,29,0.5628,6.7,15000,"No",0.4422,"Domestic","Lease",2,5900,"No",4,1,0,0,1,"No","Yes","No","Yes","No","Yes",12,"No","Yes","No","Yes","Yes",0,0,34.65,1974.8,"Yes","Yes","Yes",56,2,"No","No",34.95,659.4,"No","AMEX","No",1.005,324.76,2950,2,2,-0.0527542021234434,-0.421561662771884,-0.0500907677978999,-0.717973761760106,-1.01839298916583
"493","9660-SKUWKE-D6O",68,26,12,7,"Female",2,"Sales","Married","No","Yes",3,"No",7,1497.2,27,0.656484,22.7,12000,"Yes",2.067516,"Domestic","Lease",2,5200,"Yes",0,0,0,0,0,"No","No","No","No","No","Yes",15,"Yes","No","Yes","No","No",0,0,0,0,"No","No","No",52,4,"No","No",55.05,948.15,"No","Othe","Yes",2.724,213.885714285714,2600,0,0,-0.767729487110614,-0.421561662771884,0.244807539818854,-0.772147377321639,-1.05402400429421
"494","9202-ICFPVU-5YX",40,26,19,12,"Female",2,"Labor","Married","No","No",5,"No",11,5017.6,22,2.373367,4.1,107000,"No",2.013633,"Domestic","Own",2,56500,"No",4,0,1,0,4,"No","Yes","Yes","Yes","No","No",25,"Yes","No","Yes","Yes","No",53.9,3062.15,48.95,2727,"Yes","Yes","Yes",59,5,"Yes","Yes",34.05,637.95,"Yes","Visa","Yes",4.387,456.145454545455,28250,3,4,0.670226976137121,2.63751920194715,-0.0719974992208587,0.943350448793565,1.55722039011467
"495","4967-ODLSCM-0BB",77,21,10,40,"Female",1,"Labor","Unmarried","Yes","Yes",2,"Yes",12,2193.7,27,0.2438,4.6,10000,"No",0.2162,"Domestic","Lease",1,5000,"No",0,0,2,3,10,"No","No","No","No","No","Yes",24,"No","No","No","Yes","No",0,0,0,0,"No","No","No",44,1,"No","No",28.05,403.5,"No","Mast","No",0.46,182.808333333333,5000,0,0,-0.483234351145369,-0.421561662771884,-0.31143960561306,-0.808263121029327,-1.0642042943309
"496","1834-XSMYEN-4YY",74,17,13,39,"Male",1,"Crafts","Unmarried","Yes","Yes",3,"No",12,1971.7,39,0.241129,4.9,19000,"No",0.689871,"Foreign","Lease",4,6200,"Yes",0,0,0,0,0,"No","No","No","No","Yes","Yes",16,"Yes","No","No","Yes","No",0,0,0,0,"No","Yes","No",72,2,"No","No",154.95,3677.4,"No","Visa","No",0.931,164.308333333333,1550,0,1,-0.57391334638483,-0.421561662771884,3.03217102401981,-0.645742274344729,-1.00312255411081
"497","7427-GBEXPI-I8A",54,24,10,8,"Male",1,"Sales","Unmarried","No","No",3,"No",9,1122.4,11,1.346961,11.9,33000,"No",2.580039,"Domestic","Own",2,15400,"Yes",0,0,0,0,0,"No","No","No","No","No","Yes",25,"No","No","No","Yes","Yes",0,0,0,0,"No","No","No",29,2,"Yes","No",26.55,277.75,"No","Visa","No",3.927,124.711111111111,7700,0,1,-0.920821772767144,-0.421561662771884,-0.439867180272131,-0.392932068390909,-0.534829212423442
"498","4399-MPLFCL-9BF",36,21,18,5,"Female",2,"Service","Married","No","No",1,"No",12,4102.3,18,0.82984,11,41000,"No",3.68016,"Foreign","Own",2,24600,"No",1,0,0,0,2,"No","Yes","Yes","Yes","Yes","No",19,"No","No","No","No","No",0,0,31.95,1641.55,"Yes","Yes","No",53,3,"No","Yes",29.85,540.2,"No","Visa","Yes",4.51,341.858333333333,12300,3,2,0.29635992954848,-0.421561662771884,-0.171828874353457,-0.248469093560155,-0.0665358707360791
"499","3578-HUYDRN-L6T",64,21,9,37,"Female",1,"Service","Unmarried","No","No",2,"No",10,3601,24,0.59826,0.5,236000,"No",0.58174,"Foreign","Own",2,84000,"Yes",0,0,2,1,10,"Yes","No","No","No","No","Yes",21,"Yes","Yes","Yes","Yes","Yes",46.35,2674.5,0,0,"No","No","Yes",61,4,"Yes","No",33.75,650,"Yes","Disc","No",1.18,360.1,42000,1,2,0.0915969551631574,2.25025773624223,-0.059690920496073,3.27281591793947,2.95701027015842
"500","0249-WNVELU-RFS",23,34,16,1,"Male",4,"Crafts","Married","No","No",4,"Yes",14,5167.7,5,1.652992,6.4,44000,"No",1.163008,"Foreign","Own",3,16500,"Yes",0,0,1,2,9,"No","No","Yes","No","No","Yes",25,"Yes","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","No",42,2,"Yes","No",22.35,288.4,"No","Mast","No",2.816,369.121428571429,5500,1,1,0.731537413909387,-0.421561662771884,-0.428990411523669,-0.194295477998623,-0.478837617221692
"501","0805-UWFJJK-IBP",21,23,12,0,"Female",1,"Sales","Unmarried","No","No",1,"Yes",11,2073.6,1,0.342023,5.9,17000,"No",0.660977,"Domestic","Own",0,25907.1507883633,"No",4,0,0,0,3,"Yes","Yes","Yes","Yes","Yes","No",11,"No","Yes","Yes","Yes","Yes",0,0,0,0,"No","No","Yes",3,5,"Yes","No",6.3,6.55,"No","Visa","Yes",1.003,188.509090909091,Inf,4,2,-0.532290870642032,-0.421561662771884,-0.716841798542828,-0.681858018052417,0
"502","9646-FRBESD-5CK",53,24,17,3,"Male",1,"Sales","Unmarried","No","No",2,"No",10,2615.4,6,3.345272,16.4,94000,"Yes",12.070728,"Foreign","Own",3,53700,"No",1,0,1,0,1,"No","No","No","Yes","Yes","No",15,"No","Yes","No","Yes","No",0,0,32.05,527.55,"Yes","No","No",16,2,"Yes","No",10.8,41.35,"No","AMEX","No",15.416,261.54,17900,1,1,-0.310985106584646,-0.421561662771884,-0.681300807702783,0.70859811469359,1.41469632960112
"503","8922-AOMTSH-MV7",68,17,15,15,"Female",2,"Professional","Married","No","No",1,"No",7,1354.5,19,0.632016,5.6,57000,"No",2.559984,"Domestic","Own",3,32600,"Yes",0,0,1,0,1,"Yes","No","No","No","No","No",15,"Yes","Yes","Yes","Yes","Yes",35.65,1147,0,0,"No","No","Yes",34,3,"Yes","Yes",22.5,262.75,"Yes","Mast","No",3.192,193.5,10866.6666666667,1,3,-0.826017291708231,0.724288720727531,-0.455186572875599,0.0404568561013527,0.340675730731193
"504","2192-UDBMYJ-906",57,26,14,17,"Male",1,"Service","Unmarried","No","No",2,"No",10,7581.7,27,2.41332,20.4,70000,"No",11.86668,"Domestic","Own",1,30400,"No",0,0,0,0,0,"No","No","No","No","No","Yes",23,"No","No","Yes","Yes","No",0,0,0,0,"No","No","No",53,5,"No","No",30.9,587.25,"No","Disc","No",14.28,758.17,30400,0,0,1.71756937115289,-0.421561662771884,-0.12377704622058,0.275209190201328,0.228692540327693
"505","2556-MKLXCQ-BX9",28,33,19,0,"Female",2,"Sales","Married","No","No",4,"Yes",5,775.1,6,0.79325,12.5,19000,"No",1.58175,"Domestic","Own",4,7300,"No",2,4,2,0,6,"Yes","Yes","No","Yes","Yes","No",22,"No","Yes","Yes","Yes","Yes",41.2,711.4,48.95,822.55,"Yes","Yes","Yes",18,4,"Yes","Yes",19.95,96.9,"Yes","Disc","Yes",2.375,155.02,1825,3,4,-1.06268130000437,0.289125314404649,-0.624567990427941,-0.645742274344729,-0.947130958909056
"506","1777-HBKRZD-JQO",55,29,16,5,"Female",2,"Sales","Married","No","No",5,"No",16,11247.6,24,0.27336,3,68000,"No",1.76664,"Domestic","Own",3,33200,"Yes",1,0,0,0,0,"No","Yes","No","Yes","Yes","No",27,"Yes","No","No","Yes","No",0,0,21.3,860.9,"Yes","No","No",41,3,"No","No",30,410.85,"No","AMEX","Yes",2.04,702.975,11066.6666666667,2,0,3.2149573380373,-0.421561662771884,-0.303933103237361,0.239093446493639,0.371216600841239
"507","9952-CNPOYJ-0KL",59,25,15,15,"Male",2,"Service","Married","Yes","No",4,"No",14,5390.3,40,6.61848,6.6,184000,"No",5.52552,"Foreign","Own",1,82300,"Yes",1,0,0,0,0,"No","Yes","No","Yes","No","Yes",21,"Yes","No","No","Yes","No",0,0,38.15,2705.95,"Yes","Yes","No",72,2,"No","No",147.15,3464.2,"No","Visa","No",12.144,385.021428571429,82300,2,1,0.822461487514359,-0.421561662771884,2.81443139048252,2.33380658153957,2.87047780484662
"508","8325-ZRCRQV-455",47,32,17,6,"Female",2,"Professional","Married","Yes","No",1,"No",13,3186.1,26,0.101088,1.6,54000,"No",0.762912,"Domestic","Own",2,22400,"No",1,0,2,0,2,"Yes","Yes","Yes","Yes","No","Yes",17,"Yes","Yes","No","Yes","No",30.2,1559.25,37.95,2001.2,"Yes","Yes","No",53,1,"Yes","Yes",51.75,905.35,"Yes","Mast","Yes",0.864,245.084615384615,11200,4,3,-0.0778747345884291,1.1361255303157,0.20109620625696,-0.0137167594601801,-0.178519061139579
"509","1251-RESMMB-YF9",54,26,18,9,"Female",2,"Professional","Married","No","No",2,"No",14,19781.2,31,2.86752,5.8,80000,"No",1.77248,"Domestic","Own",2,54600,"Yes",4,0,0,2,6,"Yes","Yes","No","Yes","Yes","Yes",27,"Yes","Yes","Yes","Yes","Yes",49.8,2863,54.9,3293.35,"Yes","Yes","Yes",60,2,"Yes","Yes",49.2,986.2,"Yes","AMEX","Yes",4.64,1412.94285714286,27300,3,4,6.70062523792676,2.43856880624191,0.283667732389651,0.45578790873977,1.46050763476619
"510","8722-QXBTTE-ZZN",43,25,11,4,"Male",2,"Sales","Married","No","No",4,"No",13,6187.5,11,2.36208,7.4,60000,"No",2.07792,"Foreign","Own",3,36400,"No",0,0,3,0,6,"No","No","Yes","Yes","No","Yes",16,"No","No","Yes","Yes","No",0,0,0,0,"No","No","No",30,4,"No","No",20.55,219.95,"No","AMEX","No",4.44,475.961538461538,12133.3333333333,2,0,1.14808894249138,-0.421561662771884,-0.498897906437493,0.0946304716628854,0.534101241428148
